date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:18:10	10502/10502	---MCZ	200	added ('OK')	text/css	etag:W/%222906-68c3e10c-178d9;br%22	https://eduma.thimpress.com/demo-main/wp-content/plugins/thim-elementor-kit/build/frontend.css?ver=1.3.3	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/plugins/thim-elementor-kit/build/frontend3ba1.css	(from https://eduma.thimpress.com/demo-main/)
05:18:10	96581/96581	---MCZ	200	added ('OK')	text/css	etag:W/%2217945-68c3e10c-178e0;br%22	https://eduma.thimpress.com/demo-main/wp-content/plugins/thim-elementor-kit/build/widgets.css?ver=1.3.3	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/plugins/thim-elementor-kit/build/widgets3ba1.css	(from https://eduma.thimpress.com/demo-main/)
05:18:10	16471/16471	---MCZ	200	added ('OK')	text/css	etag:W/%224057-68cd34ff-c2393;br%22	https://eduma.thimpress.com/demo-main/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://eduma.thimpress.com/demo-main/)
05:18:10	5486/5486	---MCZ	200	added ('OK')	text/css	etag:W/%22156e-68cd34ff-c2048;br%22	https://eduma.thimpress.com/demo-main/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.32.2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min20c8.css	(from https://eduma.thimpress.com/demo-main/)
05:18:10	24602/24602	---MCZ	200	added ('OK')	text/css	etag:W/%22601a-68d3c663-c1398;br%22	https://eduma.thimpress.com/demo-main/wp-content/plugins/learnpress/assets/css/widgets.min.css?ver=4.2.9.2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/plugins/learnpress/assets/css/widgets.mina980.css	(from https://eduma.thimpress.com/demo-main/)
05:18:11	749075/749075	---MCZ	200	added ('OK')	text/css	etag:W/%22b6e13-68c3e184-99515;br%22	https://eduma.thimpress.com/demo-main/wp-content/themes/eduma/style.css?ver=5.7.5	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/themes/eduma/stylea4a0.css	(from https://eduma.thimpress.com/demo-main/)
05:18:12	834/834	---M--	200	added ('OK')	image/png	etag:%22342-68c3e187-d4625;;;%22	https://eduma.thimpress.com/demo-main/wp-content/themes/eduma/images/patterns/pattern1.png	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/themes/eduma/images/patterns/pattern1.png	(from https://eduma.thimpress.com/demo-main/)
05:18:12	46092/46092	---MCZ	200	added ('OK')	text/css	etag:W/%22b40c-68c3e10c-178ee;br%22	https://eduma.thimpress.com/demo-main/wp-content/plugins/thim-elementor-kit/build/libraries/thim-ekits/css/thim-ekits-icons.min.css?ver=1.3.3	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/plugins/thim-elementor-kit/build/libraries/thim-ekits/css/thim-ekits-icons.min3ba1.css	(from https://eduma.thimpress.com/demo-main/)
05:18:12	87553/87553	---MCZ	200	added ('OK')	text/javascript	etag:W/%2215601-68c3e2aa-87d96;br%22	https://eduma.thimpress.com/demo-main/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-includes/js/jquery/jquery.minf43b.js	(from https://eduma.thimpress.com/demo-main/)
05:18:12	13577/13577	---MCZ	200	added ('OK')	text/javascript	etag:W/%223509-68c3e2aa-87d9f;br%22	https://eduma.thimpress.com/demo-main/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://eduma.thimpress.com/demo-main/)
05:18:12	9636/9636	---MCZ	200	added ('OK')	text/javascript	etag:W/%2225a4-68d3d9d8-ca5fe;br%22	https://eduma.thimpress.com/demo-main/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.10.1.2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.mina876.js	(from https://eduma.thimpress.com/demo-main/)
05:18:13	4035/4035	---MCZ	200	added ('OK')	text/javascript	etag:W/%22fc3-68d3d9d8-ca5da;br%22	https://eduma.thimpress.com/demo-main/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=10.1.2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min523e.js	(from https://eduma.thimpress.com/demo-main/)
05:18:13	74620/74620	---MCZ	200	added ('OK')	text/javascript	etag:W/%221237c-68d3d9d8-ca622;br%22	https://eduma.thimpress.com/demo-main/wp-content/plugins/woocommerce/assets/js/select2/select2.full.min.js?ver=4.0.3-wc.10.1.2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/plugins/woocommerce/assets/js/select2/select2.full.min991a.js	(from https://eduma.thimpress.com/demo-main/)
05:18:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2024%20Sep%202025%2023:48:10%20GMT	http://eduma.thimpress.com/demo-main/wp-content/plugins/revslider/sr6/assets/js/rbtools.min.js?ver=6.7.37	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/plugins/revslider/sr6/assets/js/rbtools.min.216266.delayed	(from https://eduma.thimpress.com/demo-main/)
05:18:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2024%20Sep%202025%2023:48:11%20GMT	http://eduma.thimpress.com/demo-main/wp-content/plugins/revslider/sr6/assets/js/rs6.min.js?ver=6.7.37	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/plugins/revslider/sr6/assets/js/rs6.min6266.js	(from https://eduma.thimpress.com/demo-main/)
05:18:14	165339/165339	---MCZ	200	added ('OK')	text/javascript	etag:W/%22285db-68c3e111-417e6;br%22	https://eduma.thimpress.com/demo-main/wp-content/plugins/revslider/sr6/assets/js/rbtools.min.js?ver=6.7.37	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/plugins/revslider/sr6/assets/js/rbtools.min6266.js	(from https://eduma.thimpress.com/demo-main/)
05:18:15	415904/415904	---MCZ	200	added ('OK')	text/javascript	etag:W/%22658a0-68c3e111-417e4;br%22	https://eduma.thimpress.com/demo-main/wp-content/plugins/revslider/sr6/assets/js/rs6.min.js?ver=6.7.37	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/plugins/revslider/sr6/assets/js/rs6.min6266.js	(from https://eduma.thimpress.com/demo-main/)
05:18:15	15073/15073	---MCZ	200	added ('OK')	text/javascript	etag:W/%223ae1-68cd34ff-c2369;br%22	https://eduma.thimpress.com/demo-main/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.32.2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min20c8.js	(from https://eduma.thimpress.com/demo-main/)
05:18:15	4002/4002	---MCZ	200	added ('OK')	text/javascript	etag:W/%22fa2-68d3c663-c14e4;br%22	https://eduma.thimpress.com/demo-main/wp-content/plugins/learnpress/assets/js/dist/loadAJAX.min.js?ver=4.2.9.2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/plugins/learnpress/assets/js/dist/loadAJAX.mina980.js	(from https://eduma.thimpress.com/demo-main/)
05:18:16	888/888	---M-Z	200	added ('OK')	text/xml	date:Wed,%2024%20Sep%202025%2023:48:13%20GMT	https://eduma.thimpress.com/demo-main/xmlrpc.php?rsd	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/xmlrpc0db0.php	(from https://eduma.thimpress.com/demo-main/)
05:18:16	1818/1818	---M--	200	added ('OK')	image/png	etag:%227b4-68c3e154-5227e;;;%22	https://eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/2015/10/favicon-32x32.png	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/2015/10/favicon-32x32.png	(from https://eduma.thimpress.com/demo-main/)
05:18:17	2958/2958	---M--	200	added ('OK')	image/png	etag:%22b8e-68c3e154-52282;;;%22	https://eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/2015/10/favicon.png	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/2015/10/favicon.png	(from https://eduma.thimpress.com/demo-main/)
05:18:17	18668/18668	---M--	200	added ('OK')	font/woff2	etag:%2248ec-68c3e152-51b60;;;%22	https://eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFOKCnqEu92Fr1Mu53ZEC9_Vu3r1gIhOszmOClHrs6ljXfMMLoHQuAX-k2Qn.woff2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFOKCnqEu92Fr1Mu53ZEC9_Vu3r1gIhOszmOClHrs6ljXfMMLoHQuAX-k2Qn.woff2	(from https://eduma.thimpress.com/demo-main/)
05:18:18	12640/12640	---M--	200	added ('OK')	font/woff2	etag:%223160-68c3e152-51b4f;;;%22	https://eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFOKCnqEu92Fr1Mu53ZEC9_Vu3r1gIhOszmOClHrs6ljXfMMLoHQuAz-k2Qn.woff2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFOKCnqEu92Fr1Mu53ZEC9_Vu3r1gIhOszmOClHrs6ljXfMMLoHQuAz-k2Qn.woff2	(from https://eduma.thimpress.com/demo-main/)
05:18:19	3672/3672	---M--	200	added ('OK')	font/woff2	etag:%22e58-68c3e152-51b58;;;%22	https://eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFOKCnqEu92Fr1Mu53ZEC9_Vu3r1gIhOszmOClHrs6ljXfMMLoHQuAT-k2Qn.woff2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFOKCnqEu92Fr1Mu53ZEC9_Vu3r1gIhOszmOClHrs6ljXfMMLoHQuAT-k2Qn.woff2	(from https://eduma.thimpress.com/demo-main/)
05:18:20	10108/10108	---M--	200	added ('OK')	font/woff2	etag:%22277c-68c3e152-51b59;;;%22	https://eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFOKCnqEu92Fr1Mu53ZEC9_Vu3r1gIhOszmOClHrs6ljXfMMLoHQuAv-k2Qn.woff2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFOKCnqEu92Fr1Mu53ZEC9_Vu3r1gIhOszmOClHrs6ljXfMMLoHQuAv-k2Qn.woff2	(from https://eduma.thimpress.com/demo-main/)
05:18:21	21332/21332	---M--	200	added ('OK')	font/woff2	etag:%225354-68c3e152-51b5a;;;%22	https://eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFOKCnqEu92Fr1Mu53ZEC9_Vu3r1gIhOszmOClHrs6ljXfMMLoHQuHT-k2Qn.woff2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFOKCnqEu92Fr1Mu53ZEC9_Vu3r1gIhOszmOClHrs6ljXfMMLoHQuHT-k2Qn.woff2	(from https://eduma.thimpress.com/demo-main/)
05:18:22	11512/11512	---M--	200	added ('OK')	font/woff2	etag:%222cf8-68c3e152-51b5b;;;%22	https://eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFOKCnqEu92Fr1Mu53ZEC9_Vu3r1gIhOszmOClHrs6ljXfMMLoHQuGb-k2Qn.woff2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFOKCnqEu92Fr1Mu53ZEC9_Vu3r1gIhOszmOClHrs6ljXfMMLoHQuGb-k2Qn.woff2	(from https://eduma.thimpress.com/demo-main/)
05:18:23	8196/8196	---M--	200	added ('OK')	font/woff2	etag:%222004-68c3e152-51b5c;;;%22	https://eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFOKCnqEu92Fr1Mu53ZEC9_Vu3r1gIhOszmOClHrs6ljXfMMLoHQuAf-k2Qn.woff2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFOKCnqEu92Fr1Mu53ZEC9_Vu3r1gIhOszmOClHrs6ljXfMMLoHQuAf-k2Qn.woff2	(from https://eduma.thimpress.com/demo-main/)
05:18:24	14704/14704	---M--	200	added ('OK')	font/woff2	etag:%223970-68c3e152-51b5d;;;%22	https://eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFOKCnqEu92Fr1Mu53ZEC9_Vu3r1gIhOszmOClHrs6ljXfMMLoHQuAb-k2Qn.woff2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFOKCnqEu92Fr1Mu53ZEC9_Vu3r1gIhOszmOClHrs6ljXfMMLoHQuAb-k2Qn.woff2	(from https://eduma.thimpress.com/demo-main/)
05:18:25	22384/22384	---M--	200	added ('OK')	font/woff2	etag:%225770-68c3e152-51b5e;;;%22	https://eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFOKCnqEu92Fr1Mu53ZEC9_Vu3r1gIhOszmOClHrs6ljXfMMLoHQuAj-kw.woff2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFOKCnqEu92Fr1Mu53ZEC9_Vu3r1gIhOszmOClHrs6ljXfMMLoHQuAj-kw.woff2	(from https://eduma.thimpress.com/demo-main/)
05:18:26	35568/35568	---M--	200	added ('OK')	font/woff2	etag:%228af0-68c3e152-51b5f;;;%22	https://eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3GUBGEe.woff2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3GUBGEe.woff2	(from https://eduma.thimpress.com/demo-main/)
05:18:27	22796/22796	---M--	200	added ('OK')	font/woff2	etag:%22590c-68c3e152-51b50;;;%22	https://eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3iUBGEe.woff2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3iUBGEe.woff2	(from https://eduma.thimpress.com/demo-main/)
05:18:27	4340/4340	---M--	200	added ('OK')	font/woff2	etag:%2210f4-68c3e152-51b51;;;%22	https://eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3CUBGEe.woff2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3CUBGEe.woff2	(from https://eduma.thimpress.com/demo-main/)
05:18:28	17628/17628	---M--	200	added ('OK')	font/woff2	etag:%2244dc-68c3e152-51b52;;;%22	https://eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3-UBGEe.woff2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3-UBGEe.woff2	(from https://eduma.thimpress.com/demo-main/)
05:18:28	40572/40572	---M--	200	added ('OK')	font/woff2	etag:%229e7c-68c3e152-51b53;;;%22	https://eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMawCUBGEe.woff2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMawCUBGEe.woff2	(from https://eduma.thimpress.com/demo-main/)
05:18:29	20408/20408	---M--	200	added ('OK')	font/woff2	etag:%224fb8-68c3e152-51b54;;;%22	https://eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMaxKUBGEe.woff2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMaxKUBGEe.woff2	(from https://eduma.thimpress.com/demo-main/)
05:18:29	13004/13004	---M--	200	added ('OK')	font/woff2	etag:%2232cc-68c3e152-51b55;;;%22	https://eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3OUBGEe.woff2	C:/My%20Web%20Sites/Edu/Edu/eduma.thimpress.com/demo-main/wp-content/uploads/sites/95/thim-fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3OUBGEe.woff2	(from https://eduma.thimpress.com/demo-main/)
